  1750.38592    6.9826e-258 
  1750.51040    8.3072e-258 
  1750.63488    9.8828e-258 
  1750.75936    1.1757e-257 
  1750.88384    1.3986e-257 
  1751.00832    1.6637e-257 
  1751.13280    1.9791e-257 
  1751.25728    2.3541e-257 
  1751.38176    2.8002e-257 
  1751.50624    3.3307e-257 
  1751.63072    3.9615e-257 
  1751.75520    4.7118e-257 
  1751.87968    5.6039e-257 
  1752.00416    6.6648e-257 
  1752.12864    7.9263e-257 
  1752.25312    9.4264e-257 
  1752.37760    1.1210e-256 
  1752.50208    1.3331e-256 
  1752.62656    1.5852e-256 
  1752.75104    1.8850e-256 
  1752.87552    2.2415e-256 
  1753.00000    2.6653e-256 
  1753.12448    3.1691e-256 
  1753.24896    3.7680e-256 
  1753.37344    4.4800e-256 
  1753.49792    5.3264e-256 
  1753.62240    6.3326e-256 
  1753.74688    7.5286e-256 
  1753.87136    8.9502e-256 
  1753.99584    1.0640e-255 
  1754.12032    1.2649e-255 
  1754.24480    1.5036e-255 
  1754.36928    1.7873e-255 
  1754.49376    2.1245e-255 
  1754.61824    2.5253e-255 
  1754.74272    3.0016e-255 
  1754.86720    3.5677e-255 
  1754.99168    4.2403e-255 
  1755.11616    5.0397e-255 
  1755.24064    5.9896e-255 
  1755.36512    7.1184e-255 
  1755.48960    8.4596e-255 
  1755.61408    1.0053e-254 
  1755.73856    1.1947e-254 
  1755.86304    1.4197e-254 
  1755.98752    1.6870e-254 
  1756.11200    2.0046e-254 
  1756.23648    2.3819e-254 
  1756.36096    2.8301e-254 
  1756.48544    3.3627e-254 
  1756.60992    3.9953e-254 
  1756.73440    4.7468e-254 
  1756.85888    5.6395e-254 
  1756.98336    6.7000e-254 
  1757.10784    7.9596e-254 
  1757.23232    9.4557e-254 
  1757.35680    1.1233e-253 
  1757.48128    1.3344e-253 
  1757.60576    1.5851e-253 
  1757.73024    1.8828e-253 
  1757.85472    2.2364e-253 
  1757.97920    2.6564e-253 
  1758.10368    3.1551e-253 
  1758.22816    3.7473e-253 
  1758.35264    4.4506e-253 
  1758.47712    5.2858e-253 
  1758.60160    6.2775e-253 
  1758.72608    7.4551e-253 
  1758.85056    8.8534e-253 
  1758.97504    1.0514e-252 
  1759.09952    1.2485e-252 
  1759.22400    1.4825e-252 
  1759.34848    1.7604e-252 
  1759.47296    2.0903e-252 
  1759.59744    2.4819e-252 
  1759.72192    2.9469e-252 
  1759.84640    3.4988e-252 
  1759.97088    4.1540e-252 
  1760.09536    4.9318e-252 
  1760.21984    5.8551e-252 
  1760.34432    6.9510e-252 
  1760.46880    8.2518e-252 
  1760.59328    9.7958e-252 
  1760.71776    1.1628e-251 
  1760.84224    1.3803e-251 
  1760.96672    1.6385e-251 
  1761.09120    1.9448e-251 
  1761.21568    2.3084e-251 
  1761.34016    2.7399e-251 
  1761.46464    3.2520e-251 
  1761.58912    3.8596e-251 
  1761.71360    4.5807e-251 
  1761.83808    5.4363e-251 
  1761.96256    6.4515e-251 
  1762.08704    7.6562e-251 
  1762.21152    9.0856e-251 
  1762.33600    1.0782e-250 
  1762.46048    1.2794e-250 
  1762.58496    1.5181e-250 
  1762.70944    1.8013e-250 
  1762.83392    2.1373e-250 
  1762.95840    2.5359e-250 
  1763.08288    3.0088e-250 
  1763.20736    3.5698e-250 
  1763.33184    4.2352e-250 
  1763.45632    5.0245e-250 
  1763.58080    5.9608e-250 
  1763.70528    7.0714e-250 
  1763.82976    8.3886e-250 
  1763.95424    9.9510e-250 
  1764.07872    1.1804e-249 
  1764.20320    1.4002e-249 
  1764.32768    1.6608e-249 
  1764.45216    1.9699e-249 
  1764.57664    2.3365e-249 
  1764.70112    2.7712e-249 
  1764.82560    3.2867e-249 
  1764.95008    3.8980e-249 
  1765.07456    4.6229e-249 
  1765.19904    5.4824e-249 
  1765.32352    6.5016e-249 
  1765.44800    7.7100e-249 
  1765.57248    9.1428e-249 
  1765.69696    1.0842e-248 
  1765.82144    1.2856e-248 
  1765.94592    1.5243e-248 
  1766.07040    1.8074e-248 
  1766.19488    2.1430e-248 
  1766.31936    2.5408e-248 
  1766.44384    3.0124e-248 
  1766.56832    3.5714e-248 
  1766.69280    4.2341e-248 
  1766.81728    5.0196e-248 
  1766.94176    5.9506e-248 
  1767.06624    7.0542e-248 
  1767.19072    8.3621e-248 
  1767.31520    9.9123e-248 
  1767.43968    1.1750e-247 
  1767.56416    1.3927e-247 
  1767.68864    1.6508e-247 
  1767.81312    1.9566e-247 
  1767.93760    2.3190e-247 
  1768.06208    2.7485e-247 
  1768.18656    3.2574e-247 
  1768.31104    3.8604e-247 
  1768.43552    4.5750e-247 
  1768.56000    5.4216e-247 
  1768.68448    6.4248e-247 
