  2300.00000     6.9957e-15     1.2557e-15 
  2300.25000     7.0761e-15     1.2431e-15 
  2300.50000     7.0096e-15     1.0332e-15 
  2300.75000     6.9263e-15     7.3401e-16 
  2301.00000     7.0618e-15     4.1959e-16 
  2301.25000     7.2209e-15     1.4897e-16 
  2301.50000     6.9426e-15     2.9922e-17 
  2301.75000     7.2205e-15    -9.6689e-18 
  2302.00000     7.1147e-15     1.4857e-17 
  2302.25000     7.0123e-15     9.1540e-17 
  2302.50000     7.1226e-15     2.0676e-16 
  2302.75000     7.1486e-15     3.3948e-16 
  2303.00000     7.2694e-15     4.8512e-16 
  2303.25000     7.1057e-15     6.0043e-16 
  2303.50000     6.9618e-15     6.8692e-16 
  2303.75000     6.9443e-15     7.2251e-16 
  2304.00000     7.1723e-15     7.2909e-16 
  2304.25000     7.0510e-15     6.7101e-16 
  2304.50000     7.0180e-15     6.0434e-16 
  2304.75000     6.9947e-15     5.3247e-16 
  2305.00000     7.0278e-15     4.6606e-16 
  2305.25000     6.9926e-15     4.0987e-16 
  2305.50000     7.0197e-15     3.8193e-16 
  2305.75000     6.8624e-15     3.7207e-16 
  2306.00000     7.1284e-15     4.3728e-16 
  2306.25000     6.8414e-15     6.2140e-16 
  2306.50000     7.0093e-15     8.0060e-16 
  2306.75000     6.9525e-15     8.0671e-16 
  2307.00000     6.9163e-15     5.9469e-16 
  2307.25000     6.8999e-15    -1.2947e-17 
  2307.50000     6.9621e-15    -1.2442e-15 
  2307.75000     7.0644e-15    -2.6121e-15 
  2308.00000     6.9749e-15    -3.7883e-15 
  2308.25000     6.8421e-15    -4.5926e-15 
  2308.50000     7.0125e-15    -4.8337e-15 
  2308.75000     7.0456e-15    -4.0535e-15 
  2309.00000     7.1163e-15    -2.9209e-15 
  2309.25000     7.1419e-15    -1.5875e-15 
  2309.50000     6.9355e-15    -2.7557e-16 
  2309.75000     6.9669e-15     4.6543e-16 
  2310.00000     6.9167e-15     7.0901e-16 
  2310.25000     6.9788e-15     7.2562e-16 
  2310.50000     6.9606e-15     5.6214e-16 
  2310.75000     6.8739e-15     3.1321e-16 
  2311.00000     6.8277e-15     1.9106e-16 
  2311.25000     6.9535e-15     1.3769e-16 
  2311.50000     7.0317e-15     1.0722e-16 
  2311.75000     6.8654e-15     9.9311e-17 
  2312.00000     7.0294e-15     1.1904e-16 
  2312.25000     7.0751e-15     1.5424e-16 
  2312.50000     7.0748e-15     1.9222e-16 
  2312.75000     7.0641e-15     2.2037e-16 
  2313.00000     7.0483e-15     2.2656e-16 
  2313.25000     6.9440e-15     1.8519e-16 
  2313.50000     6.8586e-15     7.4937e-17 
  2313.75000     7.0038e-15    -5.7812e-17 
  2314.00000     7.0687e-15    -1.9923e-16 
  2314.25000     6.9726e-15    -3.2353e-16 
  2314.50000     7.0626e-15    -4.1292e-16 
  2314.75000     6.8717e-15    -4.2684e-16 
  2315.00000     6.9676e-15    -4.2087e-16 
  2315.25000     7.0690e-15    -3.8053e-16 
  2315.50000     6.9736e-15    -3.0110e-16 
  2315.75000     6.9010e-15    -1.9977e-16 
  2316.00000     7.0486e-15    -8.9521e-17 
  2316.25000     6.7816e-15     2.4356e-17 
  2316.50000     6.8601e-15     1.2599e-16 
  2316.75000     6.9651e-15     2.0913e-16 
  2317.00000     7.1691e-15     2.4916e-16 
  2317.25000     6.9545e-15     2.4153e-16 
  2317.50000     6.8488e-15     2.1857e-16 
  2317.75000     7.0883e-15     1.9447e-16 
  2318.00000     6.8824e-15     1.5712e-16 
  2318.25000     6.8021e-15     1.4111e-16 
  2318.50000     6.8474e-15     1.3612e-16 
  2318.75000     7.0717e-15     1.4107e-16 
  2319.00000     6.9530e-15     1.4523e-16 
  2319.25000     6.8820e-15     1.5490e-16 
  2319.50000     6.9376e-15     1.7033e-16 
  2319.75000     6.9578e-15     1.8740e-16 
  2320.00000     7.0823e-15     2.0872e-16 
  2320.25000     6.9533e-15     2.2235e-16 
  2320.50000     6.9201e-15     2.3432e-16 
  2320.75000     7.0367e-15     2.4596e-16 
