  2300.00000     3.6711e-15     6.5228e-16 
  2300.25000     3.7829e-15     6.5785e-16 
  2300.50000     3.7348e-15     5.4491e-16 
  2300.75000     3.7965e-15     3.9826e-16 
  2301.00000     3.7641e-15     2.2139e-16 
  2301.25000     4.3851e-15     8.9551e-17 
  2301.50000     3.8887e-15     1.6590e-17 
  2301.75000     4.0554e-15    -5.3755e-18 
  2302.00000     3.4893e-15     7.2125e-18 
  2302.25000     4.0997e-15     5.2977e-17 
  2302.50000     4.7160e-15     1.3551e-16 
  2302.75000     3.4231e-15     1.6091e-16 
  2303.00000     3.8315e-15     2.5311e-16 
  2303.25000     4.0765e-15     3.4098e-16 
  2303.50000     4.3395e-15     4.2384e-16 
  2303.75000     4.5690e-15     4.7056e-16 
  2304.00000     4.3882e-15     4.4156e-16 
  2304.25000     3.8937e-15     3.6679e-16 
  2304.50000     3.5694e-15     3.0426e-16 
  2304.75000     4.5525e-15     3.4305e-16 
  2305.00000     3.1808e-15     2.0880e-16 
  2305.25000     4.1664e-15     2.4174e-16 
  2305.50000     3.6093e-15     1.9439e-16 
  2305.75000     4.0301e-15     2.1630e-16 
  2306.00000     4.3248e-15     2.6261e-16 
  2306.25000     2.9004e-15     2.6077e-16 
  2306.50000     4.7452e-15     5.3651e-16 
  2306.75000     3.5461e-15     4.0729e-16 
  2307.00000     4.4111e-15     3.7544e-16 
  2307.25000     4.3207e-15    -8.0253e-18 
  2307.50000     4.4313e-15    -7.8391e-16 
  2307.75000     4.6376e-15    -1.6974e-15 
  2308.00000     4.9690e-15    -2.6715e-15 
  2308.25000     4.2441e-15    -2.8199e-15 
  2308.50000     4.1259e-15    -2.8152e-15 
  2308.75000     4.0590e-15    -2.3116e-15 
  2309.00000     4.9254e-15    -2.0012e-15 
  2309.25000     3.9907e-15    -8.7806e-16 
  2309.50000     2.8317e-15    -1.1137e-16 
  2309.75000     3.9102e-15     2.5858e-16 
  2310.00000     3.9416e-15     3.9995e-16 
  2310.25000     4.3892e-15     4.5175e-16 
  2310.50000     4.1635e-15     3.3284e-16 
  2310.75000     4.0939e-15     1.8465e-16 
  2311.00000     3.9342e-15     1.0898e-16 
  2311.25000     4.0078e-15     7.8559e-17 
  2311.50000     3.6784e-15     5.5521e-17 
  2311.75000     4.6245e-15     6.6218e-17 
  2312.00000     3.5931e-15     6.0231e-17 
  2312.25000     4.8905e-15     1.0554e-16 
  2312.50000     3.3156e-15     8.9170e-17 
  2312.75000     4.1319e-15     1.2759e-16 
  2313.00000     4.5832e-15     1.4583e-16 
  2313.25000     3.9417e-15     1.0406e-16 
  2313.50000     3.8698e-15     4.1853e-17 
  2313.75000     4.4077e-15    -3.6015e-17 
  2314.00000     4.0769e-15    -1.1374e-16 
  2314.25000     4.7292e-15    -2.1721e-16 
  2314.50000     4.4098e-15    -2.5521e-16 
  2314.75000     3.2885e-15    -2.0220e-16 
  2315.00000     3.7878e-15    -2.2648e-16 
  2315.25000     4.1732e-15    -2.2237e-16 
  2315.50000     3.3739e-15    -1.4420e-16 
  2315.75000     3.6727e-15    -1.0524e-16 
  2316.00000     4.2138e-15    -5.2976e-17 
  2316.25000     3.5816e-15     1.2733e-17 
  2316.50000     3.5785e-15     6.5057e-17 
  2316.75000     4.0999e-15     1.2185e-16 
  2317.00000     4.0485e-15     1.3928e-16 
  2317.25000     4.5414e-15     1.5613e-16 
  2317.50000     2.9977e-15     9.4700e-17 
  2317.75000     4.3227e-15     1.1739e-16 
  2318.00000     3.6325e-15     8.2089e-17 
  2318.25000     3.7628e-15     7.7269e-17 
  2318.50000     4.1905e-15     8.2462e-17 
  2318.75000     3.9632e-15     7.8261e-17 
  2319.00000     3.8768e-15     8.0157e-17 
  2319.25000     3.4388e-15     7.6619e-17 
  2319.50000     3.8161e-15     9.2742e-17 
  2319.75000     4.2479e-15     1.1325e-16 
  2320.00000     2.8167e-15     8.2169e-17 
  2320.25000     3.4426e-15     1.0897e-16 
  2320.50000     3.6188e-15     1.2129e-16 
  2320.75000     3.8089e-15     1.3179e-16 
  2321.00000     3.2550e-15     1.1654e-16 
  2321.25000     3.1562e-15     1.1806e-16 
  2321.50000     2.9599e-15     1.1734e-16 
  2321.75000     3.1942e-15     1.4061e-16 
  2322.00000     3.7354e-15     1.8549e-16 
  2322.25000     3.0318e-15     1.6591e-16 
  2322.50000     3.2711e-15     1.9087e-16 
  2322.75000     3.5455e-15     2.1132e-16 
  2323.00000     2.9275e-15     1.6307e-16 
  2323.25000     3.0969e-15     1.5079e-16 
  2323.50000     3.4963e-15     1.4122e-16 
  2323.75000     3.1929e-15     1.0184e-16 
  2324.00000     2.8853e-15     7.0948e-17 
  2324.25000     3.1616e-15     6.5701e-17 
  2324.50000     3.4371e-15     6.6100e-17 
  2324.75000     2.9921e-15     5.8500e-17 
  2325.00000     3.5011e-15     7.5269e-17 
  2325.25000     2.9719e-15     7.4045e-17 
  2325.50000     2.5309e-15     7.5062e-17 
  2325.75000     3.0580e-15     1.0541e-16 
  2326.00000     4.0075e-15     1.5469e-16 
  2326.25000     3.6975e-15     1.5321e-16 
  2326.50000     2.9759e-15     1.2157e-16 
  2326.75000     3.4082e-15     1.2427e-16 
  2327.00000     3.4945e-15     1.1213e-16 
  2327.25000     2.9205e-15     8.5301e-17 
  2327.50000     2.5687e-15     7.5072e-17 
  2327.75000     3.1248e-15     1.1459e-16 
  2328.00000     2.7732e-15     1.3870e-16 
  2328.25000     3.4343e-15     2.2398e-16 
  2328.50000     3.4281e-15     2.7576e-16 
  2328.75000     2.3608e-15     2.2100e-16 
  2329.00000     2.9978e-15     3.0115e-16 
  2329.25000     2.9170e-15     2.9839e-16 
  2329.50000     3.2180e-15     3.2256e-16 
  2329.75000     2.4898e-15     2.3577e-16 
  2330.00000     3.3223e-15     2.8650e-16 
  2330.25000     4.1898e-15     3.1603e-16 
  2330.50000     2.7802e-15     1.7645e-16 
  2330.75000     2.7025e-15     1.3895e-16 
  2331.00000     3.3855e-15     1.3633e-16 
  2331.25000     2.8043e-15     8.8222e-17 
  2331.50000     3.0893e-15     8.1990e-17 
  2331.75000     3.7488e-15     8.9284e-17 
  2332.00000     3.3616e-15     7.6562e-17 
  2332.25000     2.5872e-15     5.9246e-17 
  2332.50000     4.1733e-15     9.6880e-17 
  2332.75000     2.7344e-15     6.3215e-17 
  2333.00000     2.9781e-15     6.8570e-17 
  2333.25000     3.6450e-15     8.3148e-17 
  2333.50000     2.8444e-15     6.3707e-17 
  2333.75000     3.5377e-15     7.6347e-17 
  2334.00000     3.2322e-15     6.6225e-17 
  2334.25000     4.1637e-15     8.0748e-17 
  2334.50000     3.5008e-15     6.4647e-17 
  2334.75000     3.6108e-15     6.4637e-17 
  2335.00000     3.0366e-15     5.4862e-17 
  2335.25000     2.8485e-15     5.3782e-17 
  2335.50000     3.6259e-15     7.3492e-17 
  2335.75000     3.2801e-15     7.2837e-17 
  2336.00000     4.4115e-15     1.0869e-16 
  2336.25000     3.3302e-15     9.1516e-17 
  2336.50000     3.4954e-15     1.0710e-16 
  2336.75000     3.1557e-15     1.0727e-16 
  2337.00000     3.5293e-15     1.3197e-16 
  2337.25000     3.7722e-15     1.5407e-16 
  2337.50000     2.7421e-15     1.2179e-16 
  2337.75000     3.4288e-15     1.6195e-16 
  2338.00000     2.6268e-15     1.2838e-16 
  2338.25000     3.0930e-15     1.5156e-16 
  2338.50000     3.6470e-15     1.8025e-16 
  2338.75000     2.9547e-15     1.4866e-16 
  2339.00000     2.7720e-15     1.3149e-16 
  2339.25000     2.6961e-15     1.0796e-16 
  2339.50000     2.9073e-15     8.1892e-17 
  2339.75000     3.0092e-15    -2.9114e-17 
  2340.00000     2.5659e-15    -1.4250e-16 
  2340.25000     3.8765e-15    -2.9729e-16 
  2340.50000     3.5886e-15    -2.0795e-16 
  2340.75000     2.7912e-15     4.8210e-17 
  2341.00000     3.8025e-15     8.4460e-16 
  2341.25000     3.5639e-15     1.7228e-15 
  2341.50000     2.5352e-15     1.8677e-15 
  2341.75000     3.3472e-15     3.1560e-15 
  2342.00000     3.0630e-15     3.2119e-15 
  2342.25000     3.1555e-15     2.9846e-15 
  2342.50000     2.2199e-15     1.6484e-15 
  2342.75000     2.7638e-15     1.3599e-15 
  2343.00000     3.7494e-15     8.7518e-16 
  2343.25000     3.9141e-15     1.2216e-16 
  2343.50000     2.7034e-15    -1.1123e-16 
  2343.75000     3.5821e-15    -2.0731e-16 
  2344.00000     2.8637e-15    -1.0324e-16 
  2344.25000     2.5502e-15     2.2339e-17 
