  1170.00000    5.2040e-116 
  1170.07000    5.6350e-116 
  1170.14000    6.1010e-116 
  1170.21000    6.6060e-116 
  1170.28000    7.1530e-116 
  1170.35000    7.7450e-116 
  1170.42000    8.3860e-116 
  1170.49000    9.0800e-116 
  1170.56000    9.8300e-116 
  1170.63000    1.0640e-115 
  1170.70000    1.1520e-115 
  1170.77000    1.2480e-115 
  1170.84000    1.3510e-115 
  1170.91000    1.4620e-115 
  1170.98000    1.5830e-115 
  1171.05000    1.7140e-115 
  1171.12000    1.8550e-115 
  1171.19000    2.0090e-115 
  1171.26000    2.1750e-115 
  1171.33000    2.3540e-115 
  1171.40000    2.5480e-115 
  1171.47000    2.7590e-115 
  1171.54000    2.9860e-115 
  1171.61000    3.2330e-115 
  1171.68000    3.4990e-115 
  1171.75000    3.7880e-115 
  1171.82000    4.1000e-115 
  1171.89000    4.4380e-115 
  1171.96000    4.8040e-115 
  1172.03000    5.2000e-115 
  1172.10000    5.6280e-115 
  1172.17000    6.0920e-115 
  1172.24000    6.5940e-115 
  1172.31000    7.1370e-115 
  1172.38000    7.7240e-115 
  1172.45000    8.3600e-115 
  1172.52000    9.0480e-115 
  1172.59000    9.7930e-115 
  1172.66000    1.0600e-114 
  1172.73000    1.1470e-114 
  1172.80000    1.2410e-114 
  1172.87000    1.3430e-114 
  1172.94000    1.4540e-114 
  1173.01000    1.5730e-114 
  1173.08000    1.7030e-114 
  1173.15000    1.8430e-114 
  1173.22000    1.9940e-114 
  1173.29000    2.1580e-114 
  1173.36000    2.3350e-114 
  1173.43000    2.5270e-114 
  1173.50000    2.7340e-114 
  1173.57000    2.9590e-114 
  1173.64000    3.2020e-114 
  1173.71000    3.4650e-114 
  1173.78000    3.7490e-114 
  1173.85000    4.0560e-114 
  1173.92000    4.3890e-114 
  1173.99000    4.7490e-114 
  1174.06000    5.1380e-114 
  1174.13000    5.5600e-114 
  1174.20000    6.0150e-114 
  1174.27000    6.5080e-114 
  1174.34000    7.0420e-114 
  1174.41000    7.6180e-114 
  1174.48000    8.2420e-114 
  1174.55000    8.9170e-114 
  1174.62000    9.6480e-114 
  1174.69000    1.0440e-113 
  1174.76000    1.1290e-113 
  1174.83000    1.2220e-113 
  1174.90000    1.3220e-113 
  1174.97000    1.4300e-113 
  1175.04000    1.5470e-113 
  1175.11000    1.6730e-113 
  1175.18000    1.8100e-113 
  1175.25000    1.9580e-113 
  1175.32000    2.1180e-113 
  1175.39000    2.2910e-113 
  1175.46000    2.4780e-113 
  1175.53000    2.6800e-113 
  1175.60000    2.8990e-113 
  1175.67000    3.1360e-113 
  1175.74000    3.3920e-113 
  1175.81000    3.6690e-113 
  1175.88000    3.9690e-113 
  1175.95000    4.2930e-113 
  1176.02000    4.6430e-113 
  1176.09000    5.0220e-113 
  1176.16000    5.4310e-113 
  1176.23000    5.8740e-113 
  1176.30000    6.3530e-113 
  1176.37000    6.8710e-113 
  1176.44000    7.4310e-113 
  1176.51000    8.0360e-113 
  1176.58000    8.6910e-113 
  1176.65000    9.3990e-113 
  1176.72000    1.0160e-112 
  1176.79000    1.0990e-112 
  1176.86000    1.1890e-112 
  1176.93000    1.2860e-112 
  1177.00000    1.3900e-112 
  1177.07000    1.5030e-112 
  1177.14000    1.6260e-112 
  1177.21000    1.7580e-112 
  1177.28000    1.9010e-112 
  1177.35000    2.0550e-112 
  1177.42000    2.2230e-112 
  1177.49000    2.4030e-112 
  1177.56000    2.5990e-112 
  1177.63000    2.8100e-112 
  1177.70000    3.0380e-112 
  1177.77000    3.2850e-112 
  1177.84000    3.5520e-112 
  1177.91000    3.8400e-112 
  1177.98000    4.1520e-112 
  1178.05000    4.4890e-112 
  1178.12000    4.8530e-112 
  1178.19000    5.2470e-112 
  1178.26000    5.6730e-112 
  1178.33000    6.1330e-112 
  1178.40000    6.6300e-112 
  1178.47000    7.1680e-112 
  1178.54000    7.7490e-112 
  1178.61000    8.3770e-112 
  1178.68000    9.0560e-112 
  1178.75000    9.7900e-112 
  1178.82000    1.0580e-111 
  1178.89000    1.1440e-111 
  1178.96000    1.2370e-111 
  1179.03000    1.3370e-111 
  1179.10000    1.4450e-111 
  1179.17000    1.5620e-111 
  1179.24000    1.6880e-111 
  1179.31000    1.8250e-111 
  1179.38000    1.9730e-111 
  1179.45000    2.1320e-111 
  1179.52000    2.3050e-111 
  1179.59000    2.4910e-111 
  1179.66000    2.6930e-111 
  1179.73000    2.9100e-111 
  1179.80000    3.1450e-111 
  1179.87000    3.4000e-111 
  1179.94000    3.6740e-111 
  1180.01000    3.9710e-111 
  1180.08000    4.2920e-111 
  1180.15000    4.6380e-111 
  1180.22000    5.0130e-111 
  1180.29000    5.4180e-111 
  1180.36000    5.8550e-111 
  1180.43000    6.3270e-111 
  1180.50000    6.8380e-111 
  1180.57000    7.3890e-111 
  1180.64000    7.9850e-111 
  1180.71000    8.6290e-111 
  1180.78000    9.3250e-111 
  1180.85000    1.0080e-110 
  1180.92000    1.0890e-110 
  1180.99000    1.1770e-110 
  1181.06000    1.2710e-110 
  1181.13000    1.3740e-110 
  1181.20000    1.4840e-110 
  1181.27000    1.6040e-110 
  1181.34000    1.7330e-110 
  1181.41000    1.8730e-110 
  1181.48000    2.0230e-110 
  1181.55000    2.1860e-110 
  1181.62000    2.3620e-110 
  1181.69000    2.5520e-110 
  1181.76000    2.7570e-110 
  1181.83000    2.9790e-110 
  1181.90000    3.2180e-110 
  1181.97000    3.4770e-110 
  1182.04000    3.7560e-110 
  1182.11000    4.0580e-110 
  1182.18000    4.3840e-110 
  1182.25000    4.7360e-110 
  1182.32000    5.1170e-110 
  1182.39000    5.5270e-110 
  1182.46000    5.9710e-110 
  1182.53000    6.4500e-110 
  1182.60000    6.9680e-110 
  1182.67000    7.5270e-110 
  1182.74000    8.1310e-110 
  1182.81000    8.7830e-110 
  1182.88000    9.4880e-110 
  1182.95000    1.0250e-109 
  1183.02000    1.1070e-109 
  1183.09000    1.1960e-109 
  1183.16000    1.2920e-109 
  1183.23000    1.3950e-109 
  1183.30000    1.5070e-109 
  1183.37000    1.6270e-109 
  1183.44000    1.7580e-109 
  1183.51000    1.8980e-109 
  1183.58000    2.0500e-109 
  1183.65000    2.2150e-109 
  1183.72000    2.3920e-109 
  1183.79000    2.5830e-109 
  1183.86000    2.7900e-109 
  1183.93000    3.0130e-109 
  1184.00000    3.2540e-109 
  1184.07000    3.5140e-109 
  1184.14000    3.7950e-109 
  1184.21000    4.0980e-109 
  1184.28000    4.4250e-109 
  1184.35000    4.7790e-109 
  1184.42000    5.1610e-109 
  1184.49000    5.5730e-109 
  1184.56000    6.0180e-109 
  1184.63000    6.4980e-109 
  1184.70000    7.0170e-109 
  1184.77000    7.5770e-109 
  1184.84000    8.1820e-109 
  1184.91000    8.8340e-109 
  1184.98000    9.5390e-109 
  1185.05000    1.0300e-108 
  1185.12000    1.1120e-108 
  1185.19000    1.2010e-108 
  1185.26000    1.2960e-108 
  1185.33000    1.4000e-108 
  1185.40000    1.5110e-108 
  1185.47000    1.6320e-108 
  1185.54000    1.7620e-108 
  1185.61000    1.9020e-108 
  1185.68000    2.0530e-108 
  1185.75000    2.2170e-108 
  1185.82000    2.3930e-108 
  1185.89000    2.5840e-108 
  1185.96000    2.7890e-108 
  1186.03000    3.0110e-108 
  1186.10000    3.2510e-108 
  1186.17000    3.5090e-108 
  1186.24000    3.7880e-108 
  1186.31000    4.0890e-108 
  1186.38000    4.4140e-108 
  1186.45000    4.7650e-108 
  1186.52000    5.1440e-108 
  1186.59000    5.5520e-108 
  1186.66000    5.9930e-108 
  1186.73000    6.4690e-108 
  1186.80000    6.9830e-108 
  1186.87000    7.5370e-108 
  1186.94000    8.1350e-108 
  1187.01000    8.7810e-108 
  1187.08000    9.4770e-108 
  1187.15000    1.0230e-107 
  1187.22000    1.1040e-107 
  1187.29000    1.1920e-107 
  1187.36000    1.2860e-107 
  1187.43000    1.3880e-107 
  1187.50000    1.4980e-107 
  1187.57000    1.6170e-107 
  1187.64000    1.7450e-107 
  1187.71000    1.8830e-107 
  1187.78000    2.0320e-107 
  1187.85000    2.1930e-107 
  1187.92000    2.3660e-107 
  1187.99000    2.5540e-107 
  1188.06000    2.7560e-107 
  1188.13000    2.9740e-107 
  1188.20000    3.2090e-107 
  1188.27000    3.4630e-107 
  1188.34000    3.7370e-107 
  1188.41000    4.0320e-107 
  1188.48000    4.3510e-107 
  1188.55000    4.6950e-107 
  1188.62000    5.0660e-107 
  1188.69000    5.4660e-107 
  1188.76000    5.8980e-107 
  1188.83000    6.3640e-107 
  1188.90000    6.8660e-107 
  1188.97000    7.4080e-107 
  1189.04000    7.9930e-107 
  1189.11000    8.6240e-107 
  1189.18000    9.3040e-107 
  1189.25000    1.0040e-106 
  1189.32000    1.0830e-106 
  1189.39000    1.1680e-106 
  1189.46000    1.2610e-106 
  1189.53000    1.3600e-106 
  1189.60000    1.4670e-106 
  1189.67000    1.5830e-106 
  1189.74000    1.7070e-106 
  1189.81000    1.8420e-106 
  1189.88000    1.9870e-106 
  1189.95000    2.1440e-106 
  1190.02000    2.3120e-106 
  1190.09000    2.4940e-106 
  1190.16000    2.6910e-106 
  1190.23000    2.9020e-106 
  1190.30000    3.1310e-106 
  1190.37000    3.3770e-106 
  1190.44000    3.6430e-106 
  1190.51000    3.9290e-106 
  1190.58000    4.2380e-106 
  1190.65000    4.5710e-106 
  1190.72000    4.9300e-106 
  1190.79000    5.3180e-106 
  1190.86000    5.7360e-106 
  1190.93000    6.1860e-106 
  1191.00000    6.6720e-106 
  1191.07000    7.1960e-106 
